"T721","Latin American literature studies","The study of Latin American literature using the techniques of literary analysis and interpretation.",""
"T722","United States literature studies","The study of literature from the United States using the techniques of literary analysis and interpretation.",""
"T723","Canadian literature studies","The study of Canadian literature using the techniques of literary analysis and interpretation.",""
"T724","Caribbean literature studies","The study of Caribbean literature using the techniques of literary analysis and interpretation.",""
"T730","American society & culture studies","The study of American societies and cultures.",""
"T731","Latin American society & culture studies","The study of Latin American societies and cultures.",""
"T732","United States society & culture studies","The study of United States societies and cultures.",""
"T733","Canadian society & culture studies","The study of Canadian societies and cultures.",""
"T734","Caribbean society & culture studies","The study of Caribbean societies and cultures.",""
"T790","American studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other American studies categories. To be used sparingly.",""
"T800","Australasian studies","The study of the acquisition of Australasian and South West Pacific languages, their structure, history, grammar and use. May include study of Australasian culture and literature using the techniques of literary analysis and interpretation.",""
"T810","Australasian language studies","The study of Australasian and South West Pacific languages, their structure, history, grammar and use.",""
"T820","Australasian literature studies","The study of Australasian and South West Pacific literature using the techniques of literary analysis and interpretation.",""
"T830","Australasian society & culture studies","The study of Australasian and South West Pacific societies and cultures.",""
"T890","Australasian studies not elsewhere classified","Miscellaneous grouping for related studies which do not fit into the other Australasian studies categories. To be used sparingly.",""
"T900","Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects","Miscellaneous grouping for related subjects which do not fit into the other Eastern, Asiatic, African, American and Australasian languages, Literature and related subjects categories. To be used sparingly.",""
"T910","Others in Eastern, Asiatic, African, American & Australasian languages","The study of other Eastern, Asiatic, African American and Australasian languages, their structure, history, grammar and use.",""
"T920","Others in Eastern, Asiatic, African, American & Australasian literature","The study of other Eastern, Asiatic, African American and Australasian literature using the techniques of literary analysis and interpretation.",""
"T930","Others in Eastern, Asiatic, African, American & Australasian societies & culture","The study of other Eastern, Asiatic, African American and Australasian societies and cultures.",""
"T990","Eastern, Asiatic, African, American & Australasian languages, literature","Miscellaneous grouping for related subjects which do not fit into the Others in Eastern, Asiatic, African American and Australasian Languages, Literature and related subjects categories. To be used sparingly.",""
"V000","HISTORICAL AND PHILOSOPHICAL STUDIES","",""
"V100","History by period","Recording and interpreting past events and social and political developments chronologically.",""
"V140","Modern history","Historical studies of the period c.1550 AD to the present.",""
"V141","Modern history 1500-1599","Historical studies of the period 1500-1599.",""
"V142","Modern history 1600-1699","Historical studies of the period 1600-1699.",""
"V143","Modern history 1700-1799","Historical studies of the period 1700-1799.",""
"V144","Modern history 1800-1899","Historical studies of the period 1800-1899.",""
"V145","Modern history 1900-1919","Historical studies of the period 1900-1919. Includes World War I studies.",""
"V146","Modern history 1920-1949","Historical studies of the period 1920-1949. Includes World War II studies.",""
"V147","Modern history 1950-1999","Historical studies of the period 1950-1999.",""
"V148","Modern history 2000-2099","Historical studies of the period 2000-2099.",""
"V150","Medieval history","Historical studies of the period 600-1500 AD.","V130"
"V160","Ancient history","Historical studies of the period 900 BC to 500 AD.","V110"
"V161","Late Antique history","Historical studies of the period 300-600 AD.",""
"V190","History by period not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the others in History by Period. To be used sparingly.",""
"V200","History by area","Recording and interpreting past events and social and political developments geographically.",""
"V210","British history","Historical studies focusing on the British Isles.",""
"V211","Irish history","Historical studies of Ireland.",""
"V212","Scottish history","Historical studies of Scotland.",""
"V213","Welsh history","Historical studies of Wales.",""
"V214","English history","Historical studies of England.",""
"V220","European history","Historical studies focusing on continental Europe.",""
"V221","French history","Historical studies of France.",""
"V222","German history","Historical studies of Germany.",""
"V223","Italian history","Historical studies of Italy.",""
"V224","Iberian history","Historical studies of Spain and Portugal.",""
"V225","Russian history","Historical studies of Russia.",""
"V230","American history","Historical studies of the Americas.",""
"V231","Canadian history","Historical studies of Canada.",""
"V232","USA history","Historical studies of the United States of America.",""
"V233","South American history","Historical studies of South and Latin America.",""
"V234","Central American history","Historical studies of Central America.",""
"V240","Asian history","Historical studies of continental Asia.",""
"V241","Chinese history","Historical studies of China.",""
"V242","Indian history","Historical studies of the Indian sub-continent.",""
"V243","South East Asian history","Historical studies of South East Asia.",""
"V244","Byzantine History","Historical studies in the Byzantine Empire from 300-600 AD.","V120"
"V250","African history","Historical studies of continental Africa.",""
"V251","North African history","Historical studies of North Africa.",""
"V252","Central African history","Historical studies of Central and Equatorial Africa.",""
"V253","Southern African history","Historical studies of Southern Africa including South Africa.",""
"V254","East African history","Historical studies of East Africa.",""
"V255","West African history","Historical studies of West Africa.",""
"V260","Australasian history","Historical studies of the continent of Australasia.",""
"V261","Australian history","Historical studies of Australia.",""
"V262","New Zealand history","Historical studies of New Zealand.",""
"V270","World history","Historical studies considered globally.",""
"V271","International history","Historical studies of relations between nation states.",""
"V290","History by area not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the others in History by Area categories. To be used sparingly.",""
"V300","History by topic","The study of recording, interpreting and comparing developments of particular skills, artefacts, cultures or other areas of interest.",""
"V310","Economic history","Study of the growth and development of economies in history. May include the study of industrialisation.",""
"V320","Social history","The interpretation of the underlying processes of change in society. Includes the study of the growth and development of societies in history.",""
"V321","Local history","Social historical study of a particular locality such as a town or village.",""
"V322","Oral history","The study of spoken records as historical evidence.",""
"V323","Family history","Genealogical study of family or personal descent.",""
"V324","Crime history","Historical studies of the development of criminal justice theories and social responses to crime.",""
"V330","History of religions","Historical study of religious movements and their interaction with other cultures.",""
"V340","Intellectual history","The history of ideas and the study of intellectual movements.",""
"V350","History of art","Historical study of developments in the arts and consideration of art history methods and techniques. Includes the enhancement of visual awareness and expertise as an aspect of cultural history.",""
"V360","History of architecture","Historical study of building design and architectural movements.",""
"V370","History of design","Historical study of design styles and movements.",""
"V380","History of science","Investigation of the historical development of the sciences in their economic and cultural context. Includes the influence of non-scientific factors and the impact of science on society.",""
"V381","History of physics","Historical studies of natural philosophy and the physical sciences.",""
"V382","History of chemistry","Historical studies of the chemical sciences.",""
"V383","History of mathematics","Historical studies of the mathematical sciences.",""
"V384","History of medicine","Historical studies of medical sciences and practices.",""
"V390","History by topic not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the others in History by Topic categories. To be used sparingly.",""
"V391","Military history","Historical studies of the development of armed forces and their deployment in warfare.",""
"V400","Archaeology","The study of human prehistory, development of early societies and the emergence of civilisation. Includes socio-historical analysis of the material remains from excavations of past cultures to reconstruct and understand the past.",""
"V410","Egyptology","The archaeological study of the civilisations of ancient Egypt.",""
"V420","Stone Age","The archaeology of the period of human culture characterised by the making and use of stone implements and artefacts.",""
"V430","Bronze Age","The archaeology of the period of human culture characterised by the making and use of bronze implements and artefacts, c.4500BC-500 BC.",""
"V440","Iron Age","The archaeology of the period of human culture characterised by the making and use of iron implements and artefacts, c.1100 BC-c.1st AD.",""
"V450","Archaeological conservation","Methods of preserving artefacts from excavations for retrieval and analysis of archaeological information.",""
"V460","Archaeological techniques","Methods of surveying, field archaeology and palaeography.",""
"V470","Classical art & archaeology","The study of the material culture of classical civilisations.",""
"V471","Roman art & archaeology","The study of the material culture of the Roman world from 700 BC to 500 AD.",""
"V472","Greek art & archaeology","The study of the material culture of the Greek world from the Bronze Age to 500 AD.",""
"V490","Archaeology not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the others in Archaeology categories. To be used sparingly.",""
"V500","Philosophy","The critical examination of fundamental beliefs about meaning, truth and reality, right and wrong.",""
"V510","Metaphysics","Consideration of the problems in the theories of being and thought.",""
"V511","Epistemology","The study of the theory of knowledge.",""
"V520","Moral philosophy","The study of the concept of morality and codes of behaviour.",""
"V530","Scholastic philosophy","Consideration of philosophical thought of the medieval period.",""
"V540","Social philosophy","Consideration of philosophical questions about an individual's responsibility and obligations to society.",""
"V550","Philosophy of science","The study of the philosophy of the Sciences, including scientific methodology, the nature of scientific knowledge and the use of formal logic.",""
"V560","Mental philosophy","The study of the philosophy of thinking and the mind.",""
"V590","Philosophy not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Philosophy categories. To be used sparingly.",""
"V600","Theology & religious studies","The study of the nature of divinity and of beliefs in their social context.",""
"V610","Theology","Interpretation of doctrinal concepts such as faith, revelation and grace.",""
"V620","Religious studies","Identification and classification of religions and the comparative study of the world's religious traditions.",""
"V621","Christian studies","The theory and practice of Roman Catholic, Protestant, Orthodox and other Christian denominations.",""
"V622","Islamic studies","The theory and practice of Islam.",""
"V623","Judaism","The theory and practice of the Jewish religion.",""
"V624","Hinduism","The theory and practice of the Hindu religious tradition.",""
"V625","Buddhism","The theory and practice of the Buddhist religious tradition.",""
"V626","Other Asian religious studies","The theory and practice of other Asian religions.",""
"V627","Comparative religious studies","The comparative study of different religious beliefs, customs and observations.",""
"V630","Divinity","Investigation into the nature of a deity and other divine beings.",""
"V640","Religious writings","The study and interpretation of religious writings in their historical, theological and philosophical contexts.",""
"V641","The Bible & Christian texts","Includes study of the Old and New Testaments, the apocryphal writings and patristic exegesis.",""
"V642","The Qur'an & Islamic texts","Includes study of the Qur'an (Koran) and interpretation of Sharia.",""
"V643","The Torah & Judaic texts","Includes study of the Torah and Talmudic interpretation.",""
"V644","Asian religious texts","Includes study of the Bhagavad-Gita, Tripitaka, Vedic, Taoist and Confucian texts.",""
"V645","Comparative religious texts","Critical interpretation, comparison and analysis of religious texts.",""
"V650","Pastoral studies","The study of religious practice in its social setting. It includes the work of the Ministry in religious education.",""
"V690","Theology & religious studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Theology and Religious studies categories. To be used sparingly.",""
"V700","Heritage studies","The study of objects, practices, traditions and social and cultural movements that form or influence collections. To include intangible heritage, and areas distinct from history and or geography.",""
"V710","Heritage theory","The study of the theory behind heritage education and management, and conservation and preservation practices.",""
"V720","Heritage site management","The study of the management of existing and newly designated sites of heritage importance, including working with heritage organisations, legal consultants, the voluntary sector, governments and international bodies.",""
"V730","Natural heritage","The study of areas of natural heritage including local, national and international sites, how they have developed and how they are protected.",""
"V731","Coastal heritage management","The study of the particular aspects of coastal heritage within the wider natural heritage context, including leisure and tourism, industry, communities and landscape.",""
"V740","Visitor management including interpretation","The study of the management of visitors, individually or in groups, to heritage sites. To include the movement of visitors, branding and site identity and site interpretation.",""
"V750","Oral history, heritage & genealogy","The study of the preservation, conservation, and communication of oral heritage including children's and adult heritage traditions. To include the study of family history and heritage, including heritage sites associated with specific families for more than two generations or with particular group cultures.",""
"V900","Others in historical & philosophical studies","Miscellaneous grouping for related subjects which do not fit into the other Historical and Philosophical studies categories. To be used sparingly.",""
"V990","Historical & philosophical studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Historical and Philosophical studies categories. To be used sparingly.",""
"W000","CREATIVE ARTS AND DESIGN","",""
"W100","Fine art","The aesthetic representation in one medium of what is reality in another. Encompasses all artistic media.",""
"W110","Drawing","The study of/training in the expression of emotions, ideas or views of reality through representation by lines on a surface. Includes the use of such media as pen & ink, pencil, charcoal, pastel etc.",""
"W120","Painting","The study of/training in the expression of emotions, ideas or views of reality through representation by the application of paints and chemical colour substances to canvasses or other materials.",""
"W130","Sculpture","The representation of reality using three-dimensional media, e.g. stone, metal, wood etc.",""
"W140","Printmaking","The study of/training in the expression of emotions, ideas or views of reality by rendering art concepts onto surfaces and transferring images, via ink or dyes, onto paper or fabric.",""
"W150","Calligraphy","The study of/training in the artistic construction of hand-written text.",""
"W160","Fine art conservation","The study of the conservation, protection and restoration of fine art artefacts.",""
"W190","Fine art not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Fine Art categories. To be used sparingly.",""
"W200","Design studies","The study of design for everyday objects, taking into account technology and commerce as well as appearance and current art thinking. May involve the use of computers as design tools.",""
"W210","Graphic design","The study of/training in the use of artistic techniques effectively to communicate ideas and information to business and consumer audiences via forms of printed media.",""
"W211","Typography","The study of/training in the use of artistic techniques in the design and production of printed matter.",""
"W212","Multimedia design","The study of/training in the use of artistic techniques in design using a variety of materials.",""
"W213","Visual communication","The study of/training in the use of artistic techniques in design to impart information.",""
"W220","Illustration","The study of/training in the use of artistic techniques effectively to communicate ideas and information to business and consumer audiences via drawn or painted images.",""
"W230","Clothing/fashion design","The study of/training in the design and use of textiles and other materials to create items of apparel.",""
"W231","Textile design","The study of/training in the design of textiles.",""
"W240","Industrial/product design","The study of/training in the design of industrial and consumer products to meet aesthetic, functional and commercial requirements.",""
"W250","Interior design","The study of/training in the use of artistic techniques in the planning, designing, equipping and furnishing of residential, commercial and public interior spaces.",""
"W260","Furniture design","The study of/training in the design of furniture for residential, commercial and public environments.",""
"W270","Ceramics design","The study of/training in the design of ceramic artefacts.",""
"W280","Interactive & electronic design","The study of/training in the design of non-static computer-generated images.",""
"W290","Design studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Design studies categories. To be used sparingly.",""
"W300","Music","The study of melody, harmony and rhythm produced in accordance with specified patterns and sequences. May include performance, theory and history of music.",""
"W310","Musicianship/performance studies","The study of/training in the mastering of musical instruments and performing art as solo and/or ensemble performers.",""
"W311","Instrumental or vocal performance","The study of performance in relation to various genres of music, theatre and performing arts (concert, recital, play, ballet, operetta, circus acts, poetry).",""
"W312","Musical theatre","The study of the definition and styles of music within the theatrical arena.",""
"W313","Conducting","The study of directing musical performance by way of visible gestures.",""
"W314","Jazz performance","The study of performance in the jazz genre. The preparation of individuals to master the performance of jazz. Includes instruction in improvisation, jazz instrument and ensemble performance.",""
"W315","Popular music performance","The study of performance in the genre of music classified as popular music, providing excellent creative opportunities for performers.",""
"W316","Electronic/electro-acoustic music performance","The study of performance in the genre of music classified as electronic and electro-acoustic music, using the principles and techniques of electronic sound manipulation and computer applications.",""
"W317","Historical performance practice","The study of historical interpretation, utilising period instruments and gaining insight into traditional approaches and original sources.",""
"W320","Music education/teaching","The study associated with the teaching and learning of music, developing music skills and appreciation.",""
"W330","History of music","The study of the historical development of music and musical styles.",""
"W340","Types of music","The study of specific types and variants of musical genres.",""
"W341","Popular music","The study of popular music that is accessible to the general public and disseminated by one or more of the mass media.",""
"W342","Film music/screen music","The analytical study of film/screen music including techniques of musical style and composition for the moving image.",""
"W343","Jazz","The study of music classified as in the style of jazz. Includes instruction in the history of jazz and jazz theory.",""
"W344","Folk music","The study of music classified as in the style of folk music exploring its traditional and revived forms.",""
"W345","Opera","The study of music classified as opera, including the theatrical, musical and literary techniques used by composers when creating new works.",""
"W346","Sacred music","The study of the use of music in the church and the role of music in worship and other world religions.",""
"W350","Musicology","The systematic study of the forms and methods of music art, and the functions of music in societies and cultures.",""
"W351","Ethnomusicology/world music","The study of music and dance from all parts of the world, focusing on the systematic study of the forms and methods of music art, and the functions of music, in Western and non-Western societies and cultures.",""
"W352","Community music","The study of music in everyday life and the development of the professional and critical skills required in community-based music making, including the facilitating of community music projects.",""
"W353","Music & gender","The study of music relating to a specific gender.",""
"W354","Philosophy, aesthetics & criticism of music","The study of the nature, quality and beauty of music and our evaluation, interpretation and enjoyment of music and its performance.",""
"W355","Music psychology","The study of psychological theory and methods to interpret and understand musical behaviours, sounds and ideas.",""
"W356","Music theory & analysis","The study of conceptual structures typical of music theory and method and techniques used to analyse music.",""
"W357","Sociology of music","The study of the relationship between music and society. Concerned with the function of music in society and the ways in which society influences the development of music.",""
"W360","Musical instrument history","Historical studies of the development of musical instruments in the context of changing styles of playing and performance.",""
"W370","Music technology & industry","The technical aspects involved with the musical arts, particularly the use of electronic devices and music industry business practices.",""
"W371","Sound design/commercial music recording","The study of the concepts of sound recording and reproduction through electronic means, including all aspects of recording within the music industry.",""
"W372","Creative music technology","The study of the conceptually creative uses of computer-based music and the latest development of technical skills involved in the music business.",""
"W373","Electro-acoustic studies","The study of the production, transmission, and reception of sounds by the human voice and various instruments for electronic sound system design, integration and digital acoustical consulting.",""
"W374","Music production","The study of music and audio production techniques relating to commercial trends and current technologies to control recording sessions and supervising the recording, mixing and mastering processes.",""
"W375","Music management/music industry management/arts management","The study of managing music organisations, operations, facilities, and personnel. Includes instruction in business and financial management, music law and applications to specific activities such as managing theatres, recording studios, bands and individual artists.",""
"W376","Music marketing","The study of the organisation of branding, pricing and promotion of the spectrum of musical products and services. Including event promotion, music products merchandising, artist agency and promotion.",""
"W380","Composition","The creation of a new piece of original music and structure.",""
"W381","Electracoustic composition/acousmatic composition","The creation of an original piece of music in the genre of music classified as electracoustic, using the principles and techniques of electronic sound manipulation and computer applications.",""
"W382","Sonic arts","The creation of an original piece of music using practices that predominantly focus on a relationship between the wide notions of the visual and aural domains of art and sound perception.",""
"W383","Electronic music","The creation of an original piece of music in the genre of music classified as electronic. Includes mastering electronic music production, remixing and composition using cutting edge electronic techniques and digital music technologies.",""
"W384","Applied music/musicianship","Includes traditional music theory and performance, with additional aspects of technology, community music, education, musicology and development of original creative ability.",""
"W385","Commercial music composition","The creation of an original piece of music for commercial activities to be played through the medium of radio or television.",""
"W386","Multimedia music composition","The creation of fusion and experimental musical forms using techniques appropriated from a combination of different interactive content forms.",""
"W387","Jazz composition","The preparation of individuals to master the composition of jazz. Includes instruction in related musical styles such as Blues.",""
"W388","Popular music composition","The study of the expertise of contemporary song-writing, studying musical concepts in popular music cultures and music industry practices of popular music.",""
"W390","Music not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Music categories. To be used sparingly.",""
"W400","Drama","The study of and/or training in acting and stagecraft. May include the study of theatre management and the supervision and production of scenery, costume, lighting etc.",""
"W410","Acting","The study of/training in the communication of dramatic information, ideas, moods, and feelings through the achievement of naturalistic and believable behaviour in imaginary circumstances.",""
"W420","Directing for theatre","The study of/training in the supervision and direction of dramatic performances.",""
"W430","Producing for theatre","The study of/training in the techniques and principals involved in the production of theatrical performances other than acting and directing.",""
"W440","Theatre studies","The study of the technical aspects of theatrical performances.",""
"W441","Theatre & professional practice","The preparation of individuals to apply business management principles to the management of theatres and production corporations.",""
"W442","Contemporary theatre","The preparation of individuals to manage the planning, design, preparation and production of plays and other theatrical entertainment programmes.",""
"W443","Technical arts & special effects for theatre","The preparation of individuals to apply special effects and techniques to the communication of dramatic information through technical theatre methods.",""
"W450","Stage management","The study of the management of lighting, props, scenery and other technical items associated with theatrical performances and management of the stage.",""
"W451","Theatrical wardrobe design","The study of/training in the design of costumes for theatrical performances.",""
"W452","Theatrical make-up","The study of/training in the application of make-up and/or face and body paints for theatrical performances.",""
"W453","Technical stage management","The preparation of individuals for technical stage management, including set design, lighting design, theatre acoustics and technical direction.",""
"W460","Theatre design","The study of the design of theatres and theatre productions.",""
"W461","Stage design","The study of the design of sets and scenery for use in theatres, film and television.",""
"W470","Performance & live arts","The study of dramatic works and their performance. Includes instruction in dramatic styles and types and the principles of organising live productions.",""
"W471","European/world theatre arts","The study of overseas theatre arts, emphasising outward-looking innovative practices that are responsive to international needs.",""
"W472","Circus arts","The study of the range of circus art skills to gain a high level of expertise and performing ability in a particular circus discipline such as trapeze, tightrope or juggling.",""
"W473","Community theatre","The study of theatre performance and practice focusing on community and education developed through projects with people in the local community.",""
"W490","Drama not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Drama categories. To be used sparingly.",""
"W500","Dance","The study of and/or training in the movement of the body, particularly in time to music. May include some study of/training in music and/or drama.",""
"W510","Choreography","The study of/training in the arrangement and planning of staged dance.",""
"W520","Body awareness","The study of the human body in relation to its capabilities in generating artistic forms in dance.",""
"W530","History of dance","The study of the development of dance in societies and cultures.",""
"W531","Dance & culture","The study of dance through the performance of one or more of the dance disciplines, including but not limited to ballet, modern, jazz and folk dance, with focus on the study and analysis of dance as a cultural phenomenon.",""
"W532","Community dance","The preparation of individuals to express ideas and feelings through the performance of one or more of the dance disciplines to support, develop and initiate dance activities within communities.",""
"W540","Types of dance","The study of/training in the specific styles and genres of dance.",""
"W541","Ballet","The study of ballet dance technique, including pointe, pas de deux, choreography, solo and repertory work as well as conventional academic methodology and skills.",""
"W542","Dance theatre","The study of dance technical skills, dance production and criticism and creative skills needed to develop versatility, individuality and creativity as articulate dance theatre makers and scholars.",""
"W543","Contemporary dance","The study of technical, creative and professional elements of contemporary dance informed by contextual and theoretical study.",""
"W544","Jazz dance","The study of jazz solo and ensemble dance, jazz choreography and technique, and interpretations of specific styles.",""
"W550","Dance performance","The study of the advancement of creative dance performance, including the technical and artistic complexities inherent in performance.",""
"W590","Dance not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Dance categories. To be used sparingly.",""
"W600","Cinematics & photography","The study of all aspects of film making.",""
"W610","Moving image techniques","The study of the techniques and principles associated with the production of moving image sequences.",""
"W611","Directing motion pictures","The study of/training in the direction and arrangement of equipment and actors in the production of a moving image sequence.",""
"W612","Producing motion pictures","The study of/training in all aspects of the production of a moving image sequence other than acting and directing.",""
"W613","Film & sound recording","The study of/training in the recording of audio and video elements in the production of a moving image sequence.",""
"W614","Visual & audio effects","The study of/training in the production of special visual and/or audio effects in the production of moving image sequences.",""
"W615","Animation techniques","The study of/training in the particular techniques associated with the creation of the illusion of movement in a video sequence, by the filming of successive drawings or the positions of puppets.",""
"W620","Cinematography","The study of the purely artistic elements of moving image sequences.",""
"W630","History of cinematics & photography","The study of the development of moving image and still image generation.",""
"W631","History of cinematics","The study of the development of the generating of moving images.",""
"W632","History of photography","The study of the development of the generating of still images.",""
"W640","Photography","The study of/training in all aspects in the creation of still images on photographic film or plates.",""
"W690","Cinematics & photography not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Cinematics and Photography categories. To be used sparingly.",""
"W700","Crafts","The study of the use of a variety of materials individually and in combination to create pleasing and useful items. Includes a high proportion of practical work.",""
"W710","Fabric & leather crafts","The study of all crafts which are based upon the source materials of fabric and leather.",""
"W711","Needlecraft","The study of crafts which draw upon the use of needles to create and decorate fabric and leather artefacts.",""
"W712","Dressmaking","The study of/training in the creation of items of apparel.",""
"W713","Soft furnishing","The study of/training in the creation of soft furnishing items.",""
"W714","Weaving","The craft of interweaving fibres of material, such as cotton, wool etc.",""
"W715","Leatherwork","The craft involved with the creation or decoration of items made from animal skin.",""
"W720","Metal crafts","The study of all crafts which use metals as a source material.",""
"W721","Silversmithing/goldsmithing","The craft of creating artefacts using the materials of silver and gold.",""
"W722","Blacksmithing","The craft of creating artefacts from iron.",""
"W723","Clock/watchmaking","The craft of creating chronometers.",""
"W730","Wood crafts","The study of all crafts which involve the use of wood as a source material.",""
"W731","Carpentry/joinery","The craft of laying-out, fabricating, erecting, installing and repairing wooden structures and fixtures.",""
"W732","Cabinet making","The craft of creating items of wooden furniture.",""
"W733","Marquetry & inlaying","The craft of decorating wooden items by inlaying patterns of thin layers of wood, brass, ivory etc.",""
"W734","Veneering","The craft of bonding thin outer layers of wood, brass, ivory etc to items for decorative purposes.",""
"W740","Surface decoration","The study of all crafts which involve changing the appearance of objects by adding ornament or colour to their outer layer.",""
"W750","Clay & stone crafts","The study of all crafts which involve the use of clay, stone and related materials.",""
"W751","Pottery","The craft of creating vessels and artefacts from fired clay.",""
"W752","Tile making","The craft of creating decorative and functional tiles from clay and ceramic materials.",""
"W753","Stone crafts","The craft of creating decorative and functional items from stone. May include dry-stone walling.",""
"W760","Reed crafts","The study of all crafts which involve the use of reeds and related materials.",""
"W761","Basketry","The craft of constructing containers from interwoven cane or reeds.",""
"W762","Thatching","The study of the craft of traditional roofing using straw, reeds or similar materials.",""
"W770","Glass crafts","All crafts which involve the use of glass as a source material.",""
"W771","Glassblowing","The craft of constructing glass vessels by means of blowing into molten glass.",""
"W780","Paper crafts","The study of all crafts which involve the making or use of paper as a source material.",""
"W781","Bookbinding","The craft of constructing decorative and ornate bindings for hand-printed books.",""
"W782","Origami","The Japanese craft of folding paper into decorative shapes and figures.",""
"W790","Crafts not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Crafts categories. To be used sparingly.",""
"W800","Imaginative writing","The study of the creation of fictional text.",""
"W810","Scriptwriting","The study of/training in the writing of scripts for theatre/television or motion picture productions.",""
"W820","Poetry writing","The study of/training in the writing of poems.",""
"W830","Prose writing","The study of/training in the writing of prose.",""
"W890","Imaginative writing not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Imaginative Writing categories. To be used sparingly.",""
"W900","Others in creative arts & design","Miscellaneous grouping for related subjects which do not fit into the other Creative Arts and Design categories. To be used sparingly.",""
"W990","Creative arts & design not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Creative Arts and Design categories. To be used sparingly.",""
"X000","EDUCATION","",""
"X100","Training teachers","The training of others to impart, explain and disseminate knowledge, skills and learning to a third party.",""
"X110","Training teachers - nursery","The training of others to impart, explain and disseminate knowledge, skills and learning to pre-school children.",""
"X120","Training teachers - primary","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 1 to 6 inclusive.",""
"X121","Training teachers - infant (key stage 1)","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 1 to 2 inclusive.",""
"X122","Training teachers - junior (key stage 2)","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 3 to 6 inclusive.",""
"X130","Training teachers - secondary","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 7 to 11 inclusive.",""
"X131","Training teachers - key stage 3","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 7 to 9 inclusive.",""
"X132","Training teachers - key stage 4","The training of others to impart, explain and disseminate knowledge, skills and learning to children in school years 10 to 11 inclusive.",""
"X140","Training teachers - tertiary","The training of others to impart, explain and disseminate knowledge, skills and learning to people above school year 11.",""
"X141","Training teachers - further education","The training of others to impart, explain and disseminate knowledge, skills and learning to people in education years 12 to 13 inclusive.",""
"X142","Training teachers - higher education","The training of others to impart, explain and disseminate knowledge, skills and learning to people registered on a higher education course.",""
"X150","Training teachers - adult education","The training of others to impart, explain and disseminate knowledge, skills and learning to adults. May include teaching of management training techniques, restructuring of teaching methods to take account of part-time study etc.",""
"X151","Training teachers - coaching","The training of others to impart, explain and disseminate knowledge, skills and learning to sportsmen and women.",""
"X160","Training teachers - specialist","The training of others to use non-standard methods to impart, explain and disseminate knowledge, skills and learning to people with particular learning requirements.",""
"X161","Training teachers - special needs","The training of others to use non-standard methods to impart, explain and disseminate knowledge, skills and learning to people with special needs.",""
"X162","Teaching English as a Foreign Language (TEFL)","The training of others to use non-standard methods to teach English to people whose first language is not English.",""
"X190","Training teachers not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Training Teachers categories. To be used sparingly.",""
"X200","Research & study skills in education","The study of investigative method and the collection of information with the aim of improving individual learning ability and efficiency.",""
"X210","Research skills","The study of investigative method and the collection of information.",""
"X220","Study skills","The study of individual learning ability and techniques with the aim of improving their efficacy and efficiency.",""
"X290","Research & study skills in education not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Research and Study Skills in education categories. To be used sparingly.",""
"X300","Academic studies in education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve group learning ability and efficiency.",""
"X310","Academic studies in nursery education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in pre-school children.",""
"X320","Academic studies in primary education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in children in school years 1 to 6 inclusive.",""
"X330","Academic studies in secondary education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in children in school years 7 to 11 inclusive.",""
"X340","Academic studies in tertiary education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in people above school year 11.",""
"X341","Academic studies in further education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in people in education years 12 to 13 inclusive.",""
"X342","Academic studies in higher education","The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in people in higher education.",""
