IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,
RRDMANSING01,12,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDMANSING01','Research Degree: Management Science and Innovation','Research Degree: Management Science and Innovation');","insert into project(code, title, description, program_id) values ('MANSC_ENG','Management Science and Innovation','Management Science and Innovation',(select id from program where code='RRDMANSING01'));"
RRDDEVSING01,10,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2011,2011/12,26-Sep-11,Full-time,,
RRDBISSGEE01,10,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Part-time,,
RRDBISSGEE01,11,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,25-Sep-12,Part-time,,
RRDMANSING01,13,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2012,2012/13,24-Sep-12,Part-time,,
RRDEDIS4YR01,1,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Full-time,,
RRDEDIS4YR01,3,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Full-time,,
RRDDUTSING01,10,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2011,2011/12,26-Sep-11,Full-time,,
RRDDUTSING01,11,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2011,2011/12,26-Sep-11,Part-time,,
RRDDUTSING01,13,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2012,2012/13,24-Sep-12,Part-time,,
RRDEARSING01,10,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDEARSING01,11,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2011,2011/12,26-Sep-11,Part-time,,
RRDEARSING01,12,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDEARSING01,13,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDEDISING01,10,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Full-time,,
RRDEDISING01,11,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2011,2011/12,26-Sep-11,Part-time,,
RRDEDISING01,13,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDEENSING01,10,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2011,2011/12,26-Sep-11,Full-time,,
RRDEENSING01,11,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2011,2011/12,26-Sep-11,Part-time,,
RRDMANSING01,14,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2013,2013/14,23-Sep-13,Full-time,,
DDOTRAAORT01,1,Doc. Orth in Trauma and Orthopaedics,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2011,2011/12,26-Sep-11,Modular/flexible study,,
DDOTRAAORT01,2,Doc. Orth in Trauma and Orthopaedics,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Modular/flexible study,,
DDOTRAAORT01,3,Doc. Orth in Trauma and Orthopaedics,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Modular/flexible study,,
RRDMHES4YR01,1,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDMHES4YR01,2,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,
RRDMHES4YR01,4,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDMHES4YR01,5,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDMHES4YR01,7,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDMHES4YR01,8,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDDORSING01,10,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2011,2011/12,26-Sep-11,Full-time,,
RRDDORSING01,11,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2011,2011/12,26-Sep-11,Part-time,,
RRDDORSING01,12,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2012,2012/13,24-Sep-12,Full-time,,
RRDDORSING01,13,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2012,2012/13,24-Sep-12,Part-time,,
RRDHARSING01,10,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2011,2011/12,26-Sep-11,Full-time,,
RRDHARSING01,11,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2011,2011/12,26-Sep-11,Part-time,,
RRDHARSING01,12,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2012,2012/13,24-Sep-12,Full-time,,
RRDHARSING01,13,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2012,2012/13,24-Sep-12,Part-time,,
RRDHEBSING01,10,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDHEBSING01,11,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDHEBSING01,12,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDHEBSING01,13,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDHISSING01,10,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2011,2011/12,26-Sep-11,Full-time,,
RRDHISSING01,11,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2011,2011/12,26-Sep-11,Part-time,,
RRDHISSING01,12,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2012,2012/13,24-Sep-12,Full-time,,
RRDHISSING01,13,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2012,2012/13,24-Sep-12,Part-time,,
RRDLAWSING01,11,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2011,2011/12,26-Sep-11,Part-time,,
RRDLAWSING01,12,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2012,2012/13,24-Sep-12,Full-time,,
RRDLAWSING01,13,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2012,2012/13,24-Sep-12,Part-time,,
RRDMANSING01,10,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2011,2011/12,26-Sep-11,Full-time,,
RRDMANSING01,11,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2011,2011/12,26-Sep-11,Part-time,,
RRDMANSING01,15,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2013,2013/14,23-Sep-13,Part-time,,
RRDMBISING01,10,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDMBISING01','Research Degree: Medical and Biomedical Imaging','Research Degree: Medical and Biomedical Imaging');","insert into project(code, title, description, program_id) values ('MPHYS_ENG','Medical Physics and Bioengineering','Medical Physics and Bioengineering',(select id from program where code='RRDMBISING01'));"
RRDMATSING01,10,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2011,2011/12,26-Sep-11,Full-time,,
RRDICHS4YR01,9,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Full-time,,
RRDICHS4YR01,11,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Full-time,,
RRDMATSING01,11,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2011,2011/12,26-Sep-11,Part-time,,
RRDMATSING01,12,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2012,2012/13,24-Sep-12,Full-time,,
RRDMATSING01,13,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2012,2012/13,24-Sep-12,Part-time,,
RRDMBISING01,13,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Full-time,,
RRDBRSSING01,4,Research Degree: Faculty of Life Sciences,BRN,Faculty of Brain Sciences,BRSCI_BRN,Faculty of Brain Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDGCNS4YR01,1,Research Degree: Gatsby Computational Neuroscience Unit 4 Year,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Full-time,,
RRDGCNS4YR01,4,Research Degree: Gatsby Computational Neuroscience Unit 4 Year,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSBLI01,4,BBSRC London Interdisciplinary Biosciences PhD Consortium,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDSCCS4MR01,4,"Research Degree: MRC Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
DDRCCSSING01,1,Doctor in Clinical Communication Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDBISSHME01,4,Research Degree: History of Medicine,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBRSSMHS01,4,Research Degree: Mental Health Sciences Unit,BRN,Faculty of Brain Sciences,BRSCI_BRN,Faculty of Brain Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBRSSMHS02,4,Research Degree: Mental Health Sciences Unit,BRN,Faculty of Brain Sciences,BRSCI_BRN,Faculty of Brain Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDQATSING01,4,Research Degree: UCL-Q,INT,Office of International Affairs,UCL-Q_INT,UCL Qatar,2013,2013/14,23-Sep-13,Full-time,,
RRDSCCS4MR01,1,"Research Degree: MRC Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSBLI01,1,BBSRC London Interdisciplinary Biosciences PhD Consortium,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDMATSING01,14,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2013,2013/14,23-Sep-13,Full-time,,
RRDMATSING01,15,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2013,2013/14,23-Sep-13,Part-time,,
RRDEENSPHT01,10,Research Degree: Photonics Systems Development,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDEENSPHT01','Research Degree: Photonics Systems Development','Research Degree: Photonics Systems Development');","insert into project(code, title, description, program_id) values ('ELECN_ENG','Electronic and Electrical Engineering','Electronic and Electrical Engineering',(select id from program where code='RRDEENSPHT01'));"
RRDMDNSING01,14,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2013,2013/14,23-Sep-13,Full-time,,
RRDMDNSING01,15,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2013,2013/14,23-Sep-13,Part-time,,
RRDEENSPHT01,13,Research Degree: Photonics Systems Development,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Full-time,,
RRDSCSSING01,7,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDSCSSING01','Research Degree: Security and Crime Science','Research Degree: Security and Crime Science');","insert into project(code, title, description, program_id) values ('SECUR_ENG','Security and Crime Science','Security and Crime Science',(select id from program where code='RRDSCSSING01'));"
RRDMEDSEDU01,14,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Full-time,,
RRDMEDSEDU01,15,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Part-time,,
RRDMEDSOPL01,7,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Full-time,,
RRDMEDSOPL01,8,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Part-time,,
RRDSCSSING01,8,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Part-time,,
RRDSCSSING01,9,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Full-time,,
RRDNEUS4MH01,13,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDNEUS4MH01,14,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDNEUS4YR01,14,Research Degree:  Neuroscience (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDOPHSING01,14,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2013,2013/14,23-Sep-13,Full-time,,
RRDOPHSING01,15,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2013,2013/14,23-Sep-13,Part-time,,
RRDPHISING01,14,Research Degree:  Philosophy,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2013,2013/14,23-Sep-13,Full-time,,
RRDPHISING01,15,Research Degree:  Philosophy,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2013,2013/14,23-Sep-13,Part-time,,
RRDPHYSING01,14,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2013,2013/14,23-Sep-13,Full-time,,
RRDPHYSING01,15,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2013,2013/14,23-Sep-13,Part-time,,
RRDSCCS4WL01,4,"Research Degree: Wellcome Trust Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSCEH01,14,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSCEH01,15,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSCPB01,12,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSCPB01,13,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSDSC01,12,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSDSC01,13,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSICN01,12,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSICN01,13,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSLAN01,12,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSLAN01,13,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSLIN01,12,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSLIN01,13,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSSHP01,12,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSSHP01,13,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPLSSUIC01,12,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDPLSSUIC01,13,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDPOPSCHI01,14,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Full-time,,
RRDPOPSCHI01,15,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Part-time,,
RRDPOPSEPI01,12,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Full-time,,
RRDPOPSEPI01,13,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Part-time,,
RRDSCASING01,14,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDSCASING01,15,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDSCCS4YR01,14,"Research Degree: Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDSCSSING01,10,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Part-time,,
RRDSECSING01,10,Research Degree: Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDSECSING01','Research Degree: Security Science','Research Degree: Security Science');","insert into project(code, title, description, program_id) values ('SECUR_ENG','Security and Crime Science','Security and Crime Science',(select id from program where code='RRDSECSING01'));"
RRDSECSING01,13,Research Degree: Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Full-time,,
RRDSPASING01,14,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDSPASING01,15,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDSPSSING01,14,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2013,2013/14,23-Sep-13,Full-time,,
RRDSPSSING01,15,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2013,2013/14,23-Sep-13,Part-time,,
RRDSRGSING01,16,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Full-time,,
RRDSRGSING01,17,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Part-time,,
RRDTRLSING01,14,Research Degree: Translation Studies,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Full-time,,
RRDTRLSING01,15,Research Degree: Translation Studies,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Part-time,,
RRDWMNSING01,14,Research Degree: Institute for Women's Health,PHS,Faculty of Population Health Sciences,WOMEN_PHS,Institute for Women's Health,2013,2013/14,23-Sep-13,Full-time,,
RRDWOLSING01,14,Research Degree:  Wolfson Institute of Biomedical Research,MDS,Faculty of Medical Sciences,WOLFS_MDS,Wolfson Institute for Biomedical Research,2013,2013/14,23-Sep-13,Full-time,,
RRDWOLSING01,15,Research Degree:  Wolfson Institute of Biomedical Research,MDS,Faculty of Medical Sciences,WOLFS_MDS,Wolfson Institute for Biomedical Research,2013,2013/14,23-Sep-13,Part-time,,
RRDSRGSORT01,14,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Full-time,,
RRDSRGSORT01,15,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Part-time,,
RRDSTASING01,14,Research Degree:  Statistical Science,MAP,Faculty of Mathematical and Physical Sciences,STATS_MAP,Statistical Science,2013,2013/14,23-Sep-13,Full-time,,
RRDSTASING01,15,Research Degree:  Statistical Science,MAP,Faculty of Mathematical and Physical Sciences,STATS_MAP,Statistical Science,2013,2013/14,23-Sep-13,Part-time,,
RRDSTSSING01,14,Research Degree:  Science and Technology Studies,MAP,Faculty of Mathematical and Physical Sciences,SCITS_MAP,Science and Technology Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDSTSSING01,15,Research Degree:  Science and Technology Studies,MAP,Faculty of Mathematical and Physical Sciences,SCITS_MAP,Science and Technology Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDWMNSING01,15,Research Degree: Institute for Women's Health,PHS,Faculty of Population Health Sciences,WOMEN_PHS,Institute for Women's Health,2013,2013/14,23-Sep-13,Part-time,,
RRDQATSING01,1,Research Degree: UCL-Q,INT,Office of International Affairs,UCL-Q_INT,UCL Qatar,2012,2012/13,24-Sep-12,Full-time,,
